Item	Question	Answer
falcon	is it an amphibian?	mobility, solitary birds, special permits, suitable habitats, problemsolving abilities, habitat, habitat loss, amphibians, solitary hunters, illegal activities, cities, suitable prey, captivity
falcon	is it a reptile?	mobility, solitary birds, special permits, suitable habitats, problemsolving abilities, habitat, habitat loss, reptiles, solitary hunters, illegal activities, cities, suitable prey, captivity
falcon	what is its most distinguishable feature?	distinguishable features
falcon	does x have cold or warm blood?	warmblooded capable birds
falcon	does x hunt in a group?	hunting, impressive hunting skills, solitary hunters, cooperative hunting
falcon	how does x communicate with others of its kind?	other animals, variety, other birds, other humanrelated factors
falcon	does x have scales?	scales
falcon	is the animal aquatic?	other animals, aquatic birds
falcon	is this an arctic animal?	other animals, arctic regions
falcon	is this animal exploited by humans?	other animals, humans, feathers, many cultures, other humanrelated factors, distinguishable features, covering feathers, conservation efforts
falcon	does the animal live in cities?	other animals, cities
falcon	does this animal fly?	other animals
falcon	how fast is it?	mobility, solitary birds, special permits, suitable habitats, problemsolving abilities, habitat, habitat loss, solitary hunters, illegal activities, cities, suitable prey, captivity
falcon	what are its dimensions?	
falcon	does the animal have moist or scaly skin?	other animals, moist skin
falcon	can the animal echolocate?	other animals
falcon	can the animal metamorphose?	other animals
falcon	can the animal be typically found in a circus?	other animals, circuses
owl	is it a carnivore or herbivore?	feeding carnivores, solitary birds, special permits, suitable habitats, adapt ability, habitat, habitat loss, rotate ability, solitary hunters, illegal activities, cities, suitable prey, captivity
owl	is it a vertebrate or invertebrate?	vertebrates, solitary birds, special permits, suitable habitats, adapt ability, habitat, habitat loss, rotate ability, solitary hunters, illegal activities, cities, suitable prey, captivity
owl	has it ever been domesticated?	solitary birds, special permits, suitable habitats, adapt ability, habitat, habitat loss, rotate ability, solitary hunters, illegal activities, cities, suitable prey, captivity
owl	is it a mammal?	mammals, small mammals, mammals birds insects, solitary birds, special permits, suitable habitats, adapt ability, habitat, habitat loss, rotate ability, solitary hunters, illegal activities, cities, suitable prey, captivity
owl	does it have fur?	fur, solitary birds, special permits, suitable habitats, adapt ability, habitat, habitat loss, rotate ability, solitary hunters, illegal activities, cities, suitable prey, captivity
owl	in which environments does it live?	environments, solitary birds, special permits, suitable habitats, adapt ability, various environments, habitat, habitat loss, rotate ability, solitary hunters, illegal activities, urban environments, cities, suitable prey, captivity
owl	what does it eat?	feeding carnivores, feathers, solitary birds, special permits, suitable habitats, adapt ability, habitat, habitat loss, distinguishable features, rotate ability, solitary hunters, covering feathers, illegal activities, cities, suitable prey, captivity
owl	how many legs does it have if any?	legs, many cultures, solitary birds, many places, special permits, suitable habitats, adapt ability, habitat, habitat loss, many owls, rotate ability, solitary hunters, illegal activities, cities, suitable prey, captivity
owl	does it produce eggs?	eggs, solitary birds, special permits, suitable habitats, adapt ability, habitat, habitat loss, rotate ability, solitary hunters, illegal activities, cities, suitable prey, captivity
owl	is it a prey or a predator?	feeding carnivores, apex predators, prey, solitary birds, special permits, suitable habitats, adapt ability, habitat, habitat loss, rotate ability, solitary hunters, illegal activities, cities, suitable prey, captivity
owl	does it have wings legs or fins?	legs, wings, fins, varying wingspan, solitary birds, special permits, suitable habitats, adapt ability, habitat, habitat loss, rotate ability, solitary hunters, illegal activities, cities, suitable prey, ranging wingspan, captivity
owl	in what continents does it predominantly live?	continent, solitary birds, special permits, suitable habitats, adapt ability, habitat, habitat loss, rotate ability, solitary hunters, illegal activities, cities, suitable prey, captivity
owl	is it considered dangerous to humans?	humans, many cultures, solitary birds, many places, special permits, suitable habitats, adapt ability, habitat, habitat loss, other humanrelated factors, many owls, rotate ability, solitary hunters, illegal activities, cities, suitable prey, captivity
owl	is it eaten by humans?	feeding carnivores, feathers, humans, many cultures, solitary birds, many places, special permits, suitable habitats, adapt ability, habitat, habitat loss, other humanrelated factors, many owls, distinguishable features, rotate ability, solitary hunters, covering feathers, illegal activities, cities, suitable prey, captivity
owl	is the animal capable of jumping?	other animals, warmblooded capable birds, capable fliers
owl	is it taller than humans on average?	humans, many cultures, solitary birds, many places, special permits, suitable habitats, adapt ability, habitat, habitat loss, other humanrelated factors, many owls, nocturnal meaning, rotate ability, solitary hunters, illegal activities, cities, suitable prey, captivity
owl	does it live in groups?	solitary birds, special permits, suitable habitats, adapt ability, habitat, habitat loss, rotate ability, solitary hunters, family groups, illegal activities, cities, suitable prey, captivity
owl	is it commonly kept as a pet?	solitary birds, pets, special permits, suitable habitats, adapt ability, habitat, habitat loss, rotate ability, solitary hunters, illegal activities, cities, suitable prey, captivity
owl	does it migrate long distances?	solitary birds, special permits, long distances, suitable habitats, adapt ability, habitat, habitat loss, rotate ability, solitary hunters, illegal activities, cities, suitable prey, flight space, captivity
owl	is it known for its intelligence?	solitary birds, special permits, suitable habitats, adapt ability, habitat, habitat loss, rotate ability, solitary hunters, illegal activities, cities, suitable prey, captivity
owl	is it an endangered species?	various adapted species, larger species, solitary birds, species, special permits, owl species, suitable habitats, adapt ability, habitat, habitat loss, rotate ability, solitary hunters, illegal activities, cities, suitable prey, captivity
owl	is it a nocturnal animal?	other animals, solitary birds, special permits, suitable habitats, adapt ability, habitat, habitat loss, nocturnal meaning, rotate ability, solitary hunters, illegal activities, cities, suitable prey, captivity
